"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Single Race 6"	"Single Race 6 Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"Black or African American"	"2054-5"	"Female"	"F"	116	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"Black or African American"	"2054-5"	"Male"	"M"	231	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"White"	"2106-3"	"Female"	"F"	913	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"White"	"2106-3"	"Male"	"M"	2075	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"More than one race"	"M"	"Female"	"F"	13	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"More than one race"	"M"	"Male"	"M"	20	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	56	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	89	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"Asian"	"A"	"Male"	"M"	56	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"Black or African American"	"2054-5"	"Female"	"F"	109	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"Black or African American"	"2054-5"	"Male"	"M"	285	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"White"	"2106-3"	"Female"	"F"	914	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"White"	"2106-3"	"Male"	"M"	2090	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"More than one race"	"M"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"More than one race"	"M"	"Male"	"M"	21	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	66	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	109	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"Asian"	"A"	"Female"	"F"	18	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"Asian"	"A"	"Male"	"M"	48	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"Black or African American"	"2054-5"	"Female"	"F"	121	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"Black or African American"	"2054-5"	"Male"	"M"	252	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"White"	"2106-3"	"Female"	"F"	972	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"White"	"2106-3"	"Male"	"M"	2221	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"More than one race"	"M"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"More than one race"	"M"	"Male"	"M"	23	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	41	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	84	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"Asian"	"A"	"Female"	"F"	16	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"Asian"	"A"	"Male"	"M"	44	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"Black or African American"	"2054-5"	"Female"	"F"	103	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"Black or African American"	"2054-5"	"Male"	"M"	255	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"White"	"2106-3"	"Female"	"F"	942	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"White"	"2106-3"	"Male"	"M"	2213	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"More than one race"	"M"	"Female"	"F"	17	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"More than one race"	"M"	"Male"	"M"	24	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	46	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	61	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"Asian"	"A"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"Asian"	"A"	"Male"	"M"	36	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"Black or African American"	"2054-5"	"Female"	"F"	112	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"Black or African American"	"2054-5"	"Male"	"M"	208	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"White"	"2106-3"	"Female"	"F"	786	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"White"	"2106-3"	"Male"	"M"	1846	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"More than one race"	"M"	"Female"	"F"	15	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"More than one race"	"M"	"Male"	"M"	15	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	41	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	103	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"Asian"	"A"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"Asian"	"A"	"Male"	"M"	58	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"Black or African American"	"2054-5"	"Female"	"F"	129	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"Black or African American"	"2054-5"	"Male"	"M"	256	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"White"	"2106-3"	"Female"	"F"	875	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"White"	"2106-3"	"Male"	"M"	2004	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"More than one race"	"M"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"More than one race"	"M"	"Male"	"M"	10	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	59	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	91	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"Asian"	"A"	"Male"	"M"	40	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"Black or African American"	"2054-5"	"Female"	"F"	112	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"Black or African American"	"2054-5"	"Male"	"M"	249	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"White"	"2106-3"	"Female"	"F"	836	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"White"	"2106-3"	"Male"	"M"	1977	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"More than one race"	"M"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"More than one race"	"M"	"Male"	"M"	19	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	52	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	81	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"Asian"	"A"	"Female"	"F"	14	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"Asian"	"A"	"Male"	"M"	44	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"Black or African American"	"2054-5"	"Female"	"F"	114	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"Black or African American"	"2054-5"	"Male"	"M"	233	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"White"	"2106-3"	"Female"	"F"	865	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"White"	"2106-3"	"Male"	"M"	1999	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"More than one race"	"M"	"Female"	"F"	14	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"More than one race"	"M"	"Male"	"M"	23	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	55	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	68	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"Asian"	"A"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"Asian"	"A"	"Male"	"M"	50	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"Black or African American"	"2054-5"	"Female"	"F"	91	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"Black or African American"	"2054-5"	"Male"	"M"	219	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"White"	"2106-3"	"Female"	"F"	848	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"White"	"2106-3"	"Male"	"M"	1898	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"More than one race"	"M"	"Female"	"F"	14	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"More than one race"	"M"	"Male"	"M"	18	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	37	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	73	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"Asian"	"A"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"Asian"	"A"	"Male"	"M"	39	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"Black or African American"	"2054-5"	"Female"	"F"	97	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"Black or African American"	"2054-5"	"Male"	"M"	253	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"White"	"2106-3"	"Female"	"F"	841	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"White"	"2106-3"	"Male"	"M"	1931	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"More than one race"	"M"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"More than one race"	"M"	"Male"	"M"	20	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	58	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	77	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"Asian"	"A"	"Female"	"F"	13	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"Asian"	"A"	"Male"	"M"	44	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"Black or African American"	"2054-5"	"Female"	"F"	75	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"Black or African American"	"2054-5"	"Male"	"M"	234	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"White"	"2106-3"	"Female"	"F"	849	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"White"	"2106-3"	"Male"	"M"	1929	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"More than one race"	"M"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"More than one race"	"M"	"Male"	"M"	18	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	51	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	56	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"Asian"	"A"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"Asian"	"A"	"Male"	"M"	49	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"Black or African American"	"2054-5"	"Female"	"F"	107	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"Black or African American"	"2054-5"	"Male"	"M"	233	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"White"	"2106-3"	"Female"	"F"	841	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"White"	"2106-3"	"Male"	"M"	1783	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"More than one race"	"M"	"Female"	"F"	20	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"More than one race"	"M"	"Male"	"M"	20	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	48	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	67	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"Asian"	"A"	"Male"	"M"	44	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"Black or African American"	"2054-5"	"Female"	"F"	107	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"Black or African American"	"2054-5"	"Male"	"M"	256	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"White"	"2106-3"	"Female"	"F"	865	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"White"	"2106-3"	"Male"	"M"	2011	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"More than one race"	"M"	"Female"	"F"	21	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"More than one race"	"M"	"Male"	"M"	19	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	41	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	68	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"Asian"	"A"	"Male"	"M"	50	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"Black or African American"	"2054-5"	"Female"	"F"	83	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"Black or African American"	"2054-5"	"Male"	"M"	238	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"White"	"2106-3"	"Female"	"F"	857	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"White"	"2106-3"	"Male"	"M"	1930	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"More than one race"	"M"	"Female"	"F"	13	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"More than one race"	"M"	"Male"	"M"	19	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Dec., 2023"	"2023/12"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	59	Not Applicable	Not Applicable
	"2023"	"2023"	"Dec., 2023"	"2023/12"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	95	Not Applicable	Not Applicable
	"2023"	"2023"	"Dec., 2023"	"2023/12"	"Asian"	"A"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2023"	"2023"	"Dec., 2023"	"2023/12"	"Asian"	"A"	"Male"	"M"	52	Not Applicable	Not Applicable
	"2023"	"2023"	"Dec., 2023"	"2023/12"	"Black or African American"	"2054-5"	"Female"	"F"	105	Not Applicable	Not Applicable
	"2023"	"2023"	"Dec., 2023"	"2023/12"	"Black or African American"	"2054-5"	"Male"	"M"	232	Not Applicable	Not Applicable
	"2023"	"2023"	"Dec., 2023"	"2023/12"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Dec., 2023"	"2023/12"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Dec., 2023"	"2023/12"	"White"	"2106-3"	"Female"	"F"	897	Not Applicable	Not Applicable
